instance_type,m,n,p,k,instance_id,method,strategy,lb_type,cost,time_seconds,nodes,status,error
uniform,50,100,0.05,0,7,bb,best_first,both,14.0,0.1828601360321045,346,success,
uniform,50,100,0.05,0,7,bb,best_first,packing,14.0,0.20882368087768555,835,success,
uniform,50,100,0.05,0,8,bb,dfs,packing,17.0,0.07724261283874512,326,success,
uniform,50,100,0.05,0,8,bb,dfs,both,17.0,0.05443453788757324,115,success,
uniform,50,100,0.05,0,8,bb,best_first,sum_degree,17.0,0.23007917404174805,989,success,
uniform,50,100,0.05,0,9,greedy,N/A,N/A,17.0,0.0034341812133789062,1,success,
uniform,50,100,0.05,0,8,bb,best_first,both,17.0,0.3089609146118164,712,success,
uniform,50,100,0.05,0,8,bb,best_first,packing,17.0,0.5017154216766357,2159,success,
uniform,50,100,0.05,0,9,bb,dfs,sum_degree,15.0,0.3132655620574951,1075,success,
uniform,50,100,0.05,0,3,bb,dfs,sum_degree,21.0,3.6316916942596436,20266,success,
uniform,50,100,0.05,0,9,bb,dfs,packing,15.0,0.3601360321044922,1722,success,
uniform,50,100,0.05,0,4,bb,best_first,sum_degree,15.0,2.9038584232330322,7315,success,
uniform,50,100,0.05,0,10,greedy,N/A,N/A,15.0,0.005574464797973633,1,success,
uniform,50,100,0.05,0,10,bb,dfs,sum_degree,15.0,0.1994471549987793,550,success,
uniform,50,100,0.05,0,9,bb,dfs,both,15.0,0.4647061824798584,692,success,
uniform,50,100,0.05,0,10,bb,dfs,packing,15.0,0.11401891708374023,462,success,
uniform,50,100,0.05,0,10,bb,dfs,both,15.0,0.17978882789611816,208,success,
uniform,50,100,0.05,0,10,bb,best_first,sum_degree,15.0,0.19949674606323242,190,success,
uniform,50,100,0.05,0,10,bb,best_first,packing,15.0,0.1354830265045166,156,success,
uniform,50,100,0.05,0,11,greedy,N/A,N/A,21.0,0.003950357437133789,1,success,
uniform,50,100,0.05,0,10,bb,best_first,both,15.0,0.1422128677368164,74,success,
uniform,50,100,0.05,0,11,bb,dfs,packing,17.0,0.06772255897521973,357,success,
uniform,50,100,0.05,0,11,bb,dfs,sum_degree,17.0,0.27701616287231445,968,success,
uniform,50,100,0.05,0,11,bb,dfs,both,17.0,0.13125324249267578,329,success,
uniform,50,100,0.05,0,9,bb,best_first,packing,15.0,0.9696452617645264,3535,success,
uniform,50,100,0.05,0,4,bb,best_first,both,15.0,3.6750497817993164,5295,success,
uniform,50,100,0.05,0,12,greedy,N/A,N/A,18.0,0.0033833980560302734,1,success,
uniform,50,100,0.05,0,12,bb,dfs,sum_degree,18.0,0.15452861785888672,660,success,
uniform,50,100,0.05,0,4,bb,best_first,packing,15.0,4.15792441368103,14301,success,
uniform,50,100,0.05,0,12,bb,dfs,packing,18.0,0.35656142234802246,2709,success,
uniform,50,100,0.05,0,12,bb,dfs,both,18.0,0.23596930503845215,566,success,
uniform,50,100,0.05,0,9,bb,best_first,sum_degree,15.0,1.7795791625976562,4882,success,
uniform,50,100,0.05,0,11,bb,best_first,packing,17.0,0.7394728660583496,4332,success,
uniform,50,100,0.05,0,13,greedy,N/A,N/A,17.0,0.004168510437011719,1,success,
uniform,50,100,0.05,0,12,bb,best_first,sum_degree,18.0,0.1584489345550537,210,success,
uniform,50,100,0.05,0,9,bb,best_first,both,15.0,1.683938980102539,2882,success,
uniform,50,100,0.05,0,13,bb,dfs,sum_degree,17.0,0.0510711669921875,159,success,
uniform,50,100,0.05,0,13,bb,dfs,packing,17.0,0.07733535766601562,552,success,
uniform,50,100,0.05,0,13,bb,best_first,sum_degree,17.0,0.04578423500061035,64,success,
uniform,50,100,0.05,0,13,bb,dfs,both,17.0,0.0540919303894043,108,success,
uniform,50,100,0.05,0,14,greedy,N/A,N/A,16.0,0.0014843940734863281,1,success,
uniform,50,100,0.05,0,13,bb,best_first,both,17.0,0.051007747650146484,41,success,
uniform,50,100,0.05,0,13,bb,best_first,packing,17.0,0.07768034934997559,173,success,
uniform,50,100,0.05,0,14,bb,dfs,sum_degree,15.0,0.10068106651306152,460,success,
uniform,50,100,0.05,0,12,bb,best_first,both,18.0,0.2296435832977295,180,success,
uniform,50,100,0.05,0,14,bb,dfs,packing,15.0,0.07854151725769043,672,success,
uniform,50,100,0.05,0,12,bb,best_first,packing,18.0,0.35247254371643066,722,success,
uniform,50,100,0.05,0,15,greedy,N/A,N/A,20.0,0.0028378963470458984,1,success,
uniform,50,100,0.05,0,14,bb,dfs,both,15.0,0.10718989372253418,321,success,
uniform,50,100,0.05,0,11,bb,best_first,both,17.0,0.9597249031066895,2378,success,
uniform,50,100,0.05,0,14,bb,best_first,packing,15.0,0.2492690086364746,420,success,
uniform,50,100,0.05,0,14,bb,best_first,both,15.0,0.2563209533691406,202,success,
uniform,50,100,0.05,0,14,bb,best_first,sum_degree,15.0,0.31314945220947266,377,success,
uniform,50,100,0.05,0,11,bb,best_first,sum_degree,17.0,1.4934277534484863,5207,success,
uniform,50,100,0.05,0,16,greedy,N/A,N/A,16.0,0.002620220184326172,1,success,
uniform,50,100,0.05,0,16,bb,dfs,sum_degree,15.0,0.08701658248901367,312,success,
uniform,50,100,0.05,0,15,bb,dfs,sum_degree,18.0,0.7924826145172119,3518,success,
uniform,50,100,0.05,0,16,bb,dfs,packing,15.0,0.2851536273956299,2274,success,
uniform,50,100,0.05,0,16,bb,dfs,both,15.0,0.07700872421264648,193,success,
uniform,50,100,0.05,0,15,bb,dfs,both,18.0,0.9637537002563477,2445,success,
uniform,50,100,0.05,0,16,bb,best_first,sum_degree,15.0,0.5915708541870117,821,success,
uniform,50,100,0.05,0,17,greedy,N/A,N/A,18.0,0.0008676052093505859,1,success,
uniform,50,100,0.05,0,16,bb,best_first,packing,15.0,0.6963834762573242,3225,success,
uniform,50,100,0.05,0,15,bb,dfs,packing,18.0,1.5706899166107178,12240,success,
uniform,50,100,0.05,0,16,bb,best_first,both,15.0,0.6663472652435303,718,success,
uniform,50,100,0.05,0,3,bb,best_first,sum_degree,21.0,8.505225419998169,40858,success,
uniform,50,100,0.05,0,15,bb,best_first,sum_degree,18.0,5.718565464019775,26638,success,
uniform,50,100,0.05,0,15,bb,best_first,packing,18.0,6.311634540557861,36171,success,
uniform,50,100,0.05,0,18,greedy,N/A,N/A,19.0,0.0036487579345703125,1,success,
uniform,50,100,0.05,0,15,bb,best_first,both,18.0,6.783629417419434,19861,success,
uniform,50,100,0.05,0,18,bb,dfs,sum_degree,17.0,1.8779606819152832,8161,success,
uniform,50,100,0.05,0,18,bb,dfs,packing,17.0,3.2721714973449707,21791,success,
uniform,50,100,0.05,0,18,bb,dfs,both,17.0,1.9279959201812744,4575,success,
uniform,50,100,0.05,0,17,bb,dfs,both,17.0,11.77025842666626,27862,success,
uniform,50,100,0.05,0,17,bb,dfs,sum_degree,17.0,12.374602556228638,51124,success,
uniform,50,100,0.05,0,19,greedy,N/A,N/A,21.0,0.0035893917083740234,1,success,
uniform,50,100,0.05,0,18,bb,best_first,sum_degree,17.0,4.076993227005005,14638,success,
uniform,50,100,0.05,0,19,bb,dfs,sum_degree,18.0,1.0758836269378662,3774,success,
uniform,50,100,0.05,0,19,bb,dfs,packing,18.0,0.7732729911804199,3886,success,
uniform,50,100,0.05,0,19,bb,dfs,both,18.0,0.7593622207641602,1803,success,
uniform,50,100,0.05,0,18,bb,best_first,packing,17.0,6.069729804992676,24529,success,
uniform,50,100,0.05,0,18,bb,best_first,both,17.0,3.3656058311462402,7004,success,
uniform,50,100,0.05,0,20,greedy,N/A,N/A,17.0,0.0009331703186035156,1,success,
uniform,50,100,0.05,0,20,bb,dfs,sum_degree,16.0,0.11379790306091309,882,success,
uniform,50,100,0.05,0,17,bb,dfs,packing,17.0,15.285658597946167,101984,success,
uniform,50,100,0.05,0,20,bb,dfs,both,16.0,0.14473438262939453,674,success,
uniform,50,100,0.05,0,20,bb,dfs,packing,16.0,0.1474614143371582,2033,success,
uniform,50,100,0.05,0,20,bb,best_first,sum_degree,16.0,0.21145844459533691,556,success,
uniform,50,100,0.05,0,20,bb,best_first,packing,16.0,0.3862032890319824,1702,success,
uniform,50,100,0.05,0,21,greedy,N/A,N/A,17.0,0.0021066665649414062,1,success,
uniform,50,100,0.05,0,20,bb,best_first,both,16.0,0.29763174057006836,455,success,
uniform,50,100,0.05,0,19,bb,best_first,packing,18.0,2.143307685852051,17629,success,
uniform,50,100,0.05,0,21,bb,dfs,sum_degree,16.0,0.5753052234649658,1827,success,
uniform,50,100,0.05,0,19,bb,best_first,sum_degree,18.0,3.6049771308898926,19436,success,
uniform,50,100,0.05,0,21,bb,dfs,both,16.0,0.969571590423584,1518,success,
uniform,50,100,0.05,0,21,bb,dfs,packing,16.0,1.2983384132385254,4978,success,
uniform,50,100,0.05,0,22,greedy,N/A,N/A,17.0,0.0015184879302978516,1,success,
uniform,50,100,0.05,0,22,bb,dfs,sum_degree,16.0,0.2359476089477539,1200,success,
uniform,50,100,0.05,0,22,bb,dfs,packing,16.0,0.11775970458984375,1427,success,
uniform,50,100,0.05,0,22,bb,dfs,both,16.0,0.14006543159484863,423,success,
uniform,50,100,0.05,0,22,bb,best_first,sum_degree,16.0,0.49564576148986816,909,success,
uniform,50,100,0.05,0,19,bb,best_first,both,18.0,3.6231884956359863,10629,success,
uniform,50,100,0.05,0,22,bb,best_first,both,16.0,0.3084995746612549,340,success,
uniform,50,100,0.05,0,23,greedy,N/A,N/A,17.0,0.0034759044647216797,1,success,
uniform,50,100,0.05,0,23,bb,dfs,sum_degree,16.0,0.10285234451293945,328,success,
uniform,50,100,0.05,0,23,bb,dfs,packing,16.0,0.15599703788757324,848,success,
uniform,50,100,0.05,0,23,bb,dfs,both,16.0,0.1317141056060791,259,success,
uniform,50,100,0.05,0,22,bb,best_first,packing,16.0,1.0831184387207031,4088,success,
uniform,50,100,0.05,0,21,bb,best_first,sum_degree,16.0,3.3792154788970947,3092,success,
uniform,50,100,0.05,0,23,bb,best_first,sum_degree,16.0,0.8142378330230713,1120,success,
uniform,50,100,0.05,0,24,greedy,N/A,N/A,19.0,0.0034728050231933594,1,success,
uniform,50,100,0.05,0,23,bb,best_first,packing,16.0,0.8148143291473389,1947,success,
uniform,50,100,0.05,0,24,bb,dfs,sum_degree,17.0,0.13477516174316406,747,success,
uniform,50,100,0.05,0,24,bb,dfs,both,17.0,0.15635299682617188,492,success,
uniform,50,100,0.05,0,24,bb,dfs,packing,17.0,0.4237692356109619,3400,success,
uniform,50,100,0.05,0,24,bb,best_first,sum_degree,17.0,0.3961637020111084,1884,success,
uniform,50,100,0.05,0,23,bb,best_first,both,16.0,1.0430395603179932,943,success,
uniform,50,100,0.05,0,25,greedy,N/A,N/A,17.0,0.001556396484375,1,success,
uniform,50,100,0.05,0,21,bb,best_first,packing,16.0,3.842831611633301,5374,success,
uniform,50,100,0.05,0,24,bb,best_first,both,17.0,0.3712310791015625,901,success,
uniform,50,100,0.05,0,21,bb,best_first,both,16.0,3.9116709232330322,2043,success,
uniform,50,100,0.05,0,25,bb,dfs,sum_degree,15.0,0.31089305877685547,1032,success,
uniform,50,100,0.05,0,24,bb,best_first,packing,17.0,0.8341572284698486,4395,success,
uniform,50,100,0.05,0,25,bb,dfs,both,15.0,0.3847677707672119,785,success,
uniform,50,100,0.05,0,26,greedy,N/A,N/A,20.0,0.0017659664154052734,1,success,
uniform,50,100,0.05,0,26,bb,dfs,sum_degree,17.0,0.1071023941040039,456,success,
uniform,50,100,0.05,0,25,bb,dfs,packing,15.0,0.5390393733978271,3245,success,
uniform,50,100,0.05,0,26,bb,dfs,packing,17.0,0.06275343894958496,490,success,
uniform,50,100,0.05,0,26,bb,dfs,both,17.0,0.08361315727233887,232,success,
uniform,50,100,0.05,0,26,bb,best_first,packing,17.0,0.16191816329956055,1090,success,
uniform,50,100,0.05,0,26,bb,best_first,sum_degree,17.0,0.7040472030639648,4043,success,
uniform,50,100,0.05,0,27,greedy,N/A,N/A,17.0,0.0033648014068603516,1,success,
uniform,50,100,0.05,0,26,bb,best_first,both,17.0,0.6788327693939209,2596,success,
uniform,50,100,0.05,0,27,bb,dfs,packing,17.0,0.003813505172729492,1,success,
uniform,50,100,0.05,0,27,bb,dfs,both,17.0,0.004241943359375,1,success,
uniform,50,100,0.05,0,27,bb,dfs,sum_degree,17.0,0.2280406951904297,810,success,
uniform,50,100,0.05,0,27,bb,best_first,packing,17.0,0.002087831497192383,1,success,
uniform,50,100,0.05,0,27,bb,best_first,both,17.0,0.002512693405151367,1,success,
uniform,50,100,0.05,0,28,greedy,N/A,N/A,16.0,0.0015099048614501953,1,success,
uniform,50,100,0.05,0,28,bb,dfs,sum_degree,15.0,0.04600811004638672,135,success,
uniform,50,100,0.05,0,28,bb,dfs,packing,15.0,0.058461666107177734,301,success,
uniform,50,100,0.05,0,28,bb,dfs,both,15.0,0.05478405952453613,116,success,
uniform,50,100,0.05,0,27,bb,best_first,sum_degree,17.0,0.22892165184020996,286,success,
uniform,50,100,0.05,0,28,bb,best_first,sum_degree,15.0,0.17856240272521973,304,success,
uniform,50,100,0.05,0,25,bb,best_first,sum_degree,15.0,1.955610752105713,8027,success,
uniform,50,100,0.05,0,29,greedy,N/A,N/A,16.0,0.0035560131072998047,1,success,
uniform,50,100,0.05,0,28,bb,best_first,packing,15.0,0.3402724266052246,865,success,
uniform,50,100,0.05,0,28,bb,best_first,both,15.0,0.26186108589172363,264,success,
uniform,50,100,0.05,0,29,bb,dfs,packing,14.0,0.10718798637390137,393,success,
uniform,50,100,0.05,0,29,bb,dfs,both,14.0,0.20250248908996582,378,success,
uniform,50,100,0.05,0,29,bb,dfs,sum_degree,14.0,0.3170492649078369,1063,success,
uniform,50,100,0.05,0,25,bb,best_first,packing,15.0,2.523310899734497,11285,success,
uniform,50,100,0.1,0,0,greedy,N/A,N/A,11.0,0.0013682842254638672,1,success,
uniform,50,100,0.05,0,25,bb,best_first,both,15.0,2.366974115371704,5342,success,
uniform,50,100,0.05,0,29,bb,best_first,packing,14.0,0.7688872814178467,3010,success,
uniform,50,100,0.05,0,29,bb,best_first,both,14.0,0.8092224597930908,1757,success,
uniform,50,100,0.1,0,0,bb,dfs,sum_degree,10.0,0.8024661540985107,1544,success,
uniform,50,100,0.05,0,29,bb,best_first,sum_degree,14.0,1.261406421661377,4298,success,
uniform,50,100,0.1,0,0,bb,dfs,both,10.0,1.172957181930542,1481,success,
uniform,50,100,0.1,0,1,greedy,N/A,N/A,10.0,0.002846240997314453,1,success,
uniform,50,100,0.1,0,0,bb,dfs,packing,10.0,5.235262870788574,17207,success,
uniform,50,100,0.1,0,1,bb,dfs,sum_degree,10.0,6.2171854972839355,14152,success,
uniform,50,100,0.1,0,0,bb,best_first,sum_degree,10.0,7.712151765823364,3144,success,
uniform,50,100,0.1,0,0,bb,best_first,both,10.0,14.153362274169922,2915,success,
uniform,50,100,0.1,0,1,bb,best_first,sum_degree,10.0,7.783438205718994,2424,success,
uniform,50,100,0.05,0,17,bb,best_first,packing,18.0,42.22067737579346,61254,success,
uniform,50,100,0.1,0,2,greedy,N/A,N/A,11.0,0.0010390281677246094,1,success,
uniform,50,100,0.1,0,1,bb,dfs,both,10.0,12.31818675994873,13163,success,
uniform,50,100,0.1,0,2,bb,dfs,sum_degree,10.0,0.44043922424316406,1119,success,
uniform,50,100,0.1,0,2,bb,dfs,both,10.0,0.8207995891571045,1114,success,
uniform,50,100,0.1,0,2,bb,dfs,packing,10.0,4.583094358444214,19027,success,
uniform,50,100,0.1,0,2,bb,best_first,sum_degree,10.0,4.386902332305908,2219,success,
uniform,50,100,0.1,0,1,bb,best_first,both,10.0,9.992745876312256,2251,success,
uniform,50,100,0.1,0,3,greedy,N/A,N/A,11.0,0.0023376941680908203,1,success,
uniform,50,100,0.1,0,3,bb,dfs,sum_degree,9.0,0.434398889541626,1189,success,
uniform,50,100,0.1,0,3,bb,dfs,packing,9.0,1.5181174278259277,7384,success,
uniform,50,100,0.1,0,3,bb,dfs,both,9.0,0.7816202640533447,1172,success,
uniform,50,100,0.1,0,3,bb,best_first,sum_degree,9.0,1.8266830444335938,3911,success,
uniform,50,100,0.1,0,2,bb,best_first,both,10.0,6.1694111824035645,2127,success,
uniform,50,100,0.1,0,1,bb,dfs,packing,10.0,26.811084032058716,95015,success,
uniform,50,100,0.1,0,4,greedy,N/A,N/A,11.0,0.0035250186920166016,1,success,
uniform,50,100,0.1,0,4,bb,dfs,sum_degree,9.0,0.5776195526123047,1362,success,
uniform,50,100,0.1,0,3,bb,best_first,both,9.0,3.227578639984131,3393,success,
uniform,50,100,0.1,0,4,bb,dfs,both,9.0,0.8319768905639648,1207,success,
uniform,50,100,0.1,0,4,bb,dfs,packing,9.0,3.4068946838378906,14232,success,
uniform,50,100,0.1,0,3,bb,best_first,packing,9.0,5.662168741226196,12791,success,
uniform,50,100,0.1,0,1,bb,best_first,packing,10.0,24.018706560134888,15513,success,
uniform,50,100,0.1,0,5,greedy,N/A,N/A,13.0,0.0019252300262451172,1,success,
uniform,50,100,0.1,0,5,bb,dfs,sum_degree,10.0,0.598966121673584,1434,success,
uniform,50,100,0.1,0,4,bb,best_first,sum_degree,9.0,4.723807334899902,11689,success,
uniform,50,100,0.1,0,5,bb,dfs,both,10.0,0.9526205062866211,1382,success,
uniform,50,100,0.1,0,4,bb,best_first,both,9.0,6.769213438034058,10157,success,
uniform,50,100,0.1,0,0,bb,best_first,packing,10.0,43.24437880516052,29178,success,
uniform,50,100,0.1,0,5,bb,best_first,sum_degree,10.0,2.794541358947754,6859,success,
uniform,50,100,0.1,0,6,greedy,N/A,N/A,10.0,0.0013380050659179688,1,success,
uniform,50,100,0.1,0,5,bb,dfs,packing,10.0,5.391057014465332,24873,success,
uniform,50,100,0.1,0,4,bb,best_first,packing,9.0,9.499255180358887,36732,success,
uniform,50,100,0.1,0,2,bb,best_first,packing,10.0,20.909267902374268,25129,success,
uniform,50,100,0.1,0,6,bb,dfs,sum_degree,10.0,1.9573004245758057,7809,success,
uniform,50,100,0.1,0,5,bb,best_first,both,10.0,3.0970754623413086,6584,success,
uniform,50,100,0.1,0,6,bb,best_first,sum_degree,10.0,2.3719913959503174,1323,success,
uniform,50,100,0.1,0,7,greedy,N/A,N/A,12.0,0.0014653205871582031,1,success,
uniform,50,100,0.1,0,7,bb,dfs,sum_degree,10.0,1.1655075550079346,3040,success,
uniform,50,100,0.1,0,6,bb,dfs,both,10.0,4.346132040023804,7383,success,
uniform,50,100,0.1,0,7,bb,dfs,both,10.0,1.5058104991912842,2364,success,
uniform,50,100,0.1,0,6,bb,best_first,both,10.0,4.915316820144653,1253,success,
uniform,50,100,0.1,0,7,bb,dfs,packing,10.0,3.159930467605591,14162,success,
uniform,50,100,0.1,0,5,bb,best_first,packing,13.0,15.552968978881836,11319,success,
uniform,50,100,0.1,0,8,greedy,N/A,N/A,9.0,0.0011103153228759766,1,success,
uniform,50,100,0.1,0,8,bb,dfs,sum_degree,9.0,0.28941893577575684,517,success,
uniform,50,100,0.1,0,8,bb,dfs,packing,9.0,0.44047117233276367,1588,success,
uniform,50,100,0.1,0,8,bb,dfs,both,9.0,0.3122870922088623,372,success,
uniform,50,100,0.1,0,8,bb,best_first,sum_degree,9.0,0.28502392768859863,115,success,
uniform,50,100,0.1,0,8,bb,best_first,packing,9.0,0.45215606689453125,291,success,
uniform,50,100,0.1,0,8,bb,best_first,both,9.0,0.30739331245422363,81,success,
uniform,50,100,0.1,0,9,greedy,N/A,N/A,11.0,0.0034410953521728516,1,success,
uniform,50,100,0.1,0,7,bb,best_first,sum_degree,10.0,9.36596393585205,23858,success,
uniform,50,100,0.1,0,7,bb,best_first,both,10.0,11.03515911102295,16749,success,
uniform,50,100,0.1,0,6,bb,dfs,packing,10.0,18.747535228729248,92313,success,
uniform,50,100,0.1,0,6,bb,best_first,packing,10.0,18.569188117980957,15452,success,
uniform,50,100,0.1,0,9,bb,dfs,sum_degree,10.0,4.292254209518433,13063,success,
uniform,50,100,0.05,0,17,bb,best_first,sum_degree,17.0,94.19126200675964,135394,success,
uniform,50,100,0.1,0,10,greedy,N/A,N/A,10.0,0.004586935043334961,1,success,
uniform,50,100,0.1,0,10,bb,dfs,sum_degree,9.0,0.39054012298583984,769,success,
uniform,50,100,0.1,0,7,bb,best_first,packing,12.0,18.991222381591797,16171,success,
uniform,50,100,0.1,0,9,bb,dfs,both,10.0,7.894322156906128,12606,success,
uniform,50,100,0.1,0,10,bb,dfs,both,9.0,0.5799765586853027,769,success,
uniform,50,100,0.1,0,10,bb,best_first,sum_degree,9.0,1.5517206192016602,629,success,
uniform,50,100,0.1,0,10,bb,dfs,packing,9.0,4.220660924911499,19527,success,
uniform,50,100,0.1,0,11,greedy,N/A,N/A,11.0,0.0013496875762939453,1,success,
uniform,50,100,0.1,0,10,bb,best_first,both,9.0,2.5776944160461426,626,success,
uniform,50,100,0.1,0,11,bb,dfs,sum_degree,9.0,0.6478121280670166,1340,success,
uniform,50,100,0.1,0,11,bb,dfs,both,9.0,1.0623173713684082,1303,success,
uniform,50,100,0.1,0,11,bb,dfs,packing,9.0,2.8312275409698486,11086,success,
uniform,50,100,0.05,0,17,bb,best_first,both,17.0,98.73329854011536,87921,success,
uniform,50,100,0.1,0,11,bb,best_first,sum_degree,9.0,5.8151421546936035,13595,success,
uniform,50,100,0.1,0,12,greedy,N/A,N/A,10.0,0.002302885055541992,1,success,
uniform,50,100,0.1,0,12,bb,dfs,sum_degree,9.0,0.6186428070068359,1544,success,
uniform,50,100,0.1,0,10,bb,best_first,packing,9.0,13.484693050384521,12371,success,
uniform,50,100,0.1,0,12,bb,dfs,both,9.0,1.0413236618041992,1533,success,
uniform,50,100,0.1,0,11,bb,best_first,both,9.0,7.3119566440582275,12740,success,
uniform,50,100,0.1,0,12,bb,dfs,packing,9.0,3.509160280227661,18558,success,
uniform,50,100,0.1,0,9,bb,best_first,packing,11.0,24.912626266479492,14824,success,
uniform,50,100,0.1,0,13,greedy,N/A,N/A,9.0,0.002395153045654297,1,success,
uniform,50,100,0.1,0,13,bb,dfs,sum_degree,9.0,0.47040653228759766,898,success,
uniform,50,100,0.1,0,13,bb,dfs,packing,9.0,2.136862277984619,7681,success,
uniform,50,100,0.1,0,13,bb,dfs,both,9.0,0.7872922420501709,845,success,
uniform,50,100,0.1,0,13,bb,best_first,sum_degree,9.0,0.49038147926330566,164,success,
uniform,50,100,0.1,0,12,bb,best_first,sum_degree,9.0,8.123415231704712,3705,success,
uniform,50,100,0.1,0,13,bb,best_first,both,9.0,0.7361798286437988,154,success,
uniform,50,100,0.1,0,14,greedy,N/A,N/A,10.0,0.0012776851654052734,1,success,
uniform,50,100,0.1,0,11,bb,best_first,packing,9.0,16.717978715896606,57088,success,
uniform,50,100,0.1,0,13,bb,best_first,packing,9.0,2.2164742946624756,1322,success,
uniform,50,100,0.1,0,14,bb,dfs,sum_degree,9.0,2.0758168697357178,4933,success,
uniform,50,100,0.1,0,14,bb,dfs,both,9.0,3.2866787910461426,4584,success,
uniform,50,100,0.1,0,12,bb,best_first,both,9.0,13.17437219619751,3467,success,
